Order,Full Name,Ecosubsection,Ecosection,Ecoprovince,Ecosection_code,Ecoprovince_code
1,242A Puget Trough Section,242A,242A,242,1,1
2,242Aa Fraser Lowland Subsection,242Aa,242A,242,1,1
3,242Ab Eastern Puget Riverine Lowlands Subsection,242Ab,242A,242,1,1
4,242Ac San Juan Islands Subsection,242Ac,242A,242,1,1
5,242Ad Olympic Rainshadow Subsection,242Ad,242A,242,1,1
6,242Ae Eastern Puget Uplands Subsection,242Ae,242A,242,1,1
7,242Af Central Puget Lowlands Subsection,242Af,242A,242,1,1
8,242Ag Southern Puget Prairies Subsection,242Ag,242A,242,1,1
9,242Ah Cowlitz-Chehalis Foothills Subsection,242Ah,242A,242,1,1
10,242Ai Cowlitz-Newaukum Prairie Floodplains Subsection,242Ai,242A,242,1,1
11,242B Willamette Valley Section,242B,242B,242,2,1
12,242Ba Portland-Vancouver Basin Subsection,242Ba,242B,242,2,1
13,242Bb Prairie Terraces and Floodplains Subsection,242Bb,242B,242,2,1
14,242Bd Valley Foothills Subsection,242Bd,242B,242,2,1
15,M242 Cascade Mixed Forest - Coniferous Forest - Alpine Meadow Province,M242,M242,M242,3,2
16,M242A Oregon and Washington Coast Ranges Section,M242A,M242A,M242,4,2
17,M242Aa Coastal Lowlands and Uplands Subsection,M242Aa,M242A,M242,4,2
18,M242Ac Low Olympics Subsection,M242Ac,M242A,M242,4,2
19,M242Ad Volcanics Subsection,M242Ad,M242A,M242,4,2
20,M242Ae Outwash Subsection,M242Ae,M242A,M242,4,2
21,M242Af Willapa Hills Subsection,M242Af,M242A,M242,4,2
22,M242Ag Mid-Coastal Sedimentary Subsection,M242Ag,M242A,M242,4,2
23,M242Ah Southern Coastal Mountains Subsection,M242Ah,M242A,M242,4,2
24,M242Ai High Olympics Subsection,M242Ai,M242A,M242,4,2
25,M242B Western Cascades Section,M242B,M242B,M242,5,2
26,M242Ba West Cascade Slope Forest Subsection,M242Ba,M242B,M242,5,2
27,M242Bb Western Cascades Highland Forest Subsection,M242Bb,M242B,M242,5,2
28,M242Bc Cascade Crest Forest and Volcanic Peaks Subsection,M242Bc,M242B,M242,5,2
29,M242Be Southern Oregon Cascade Highlands Subsection,M242Be,M242B,M242,5,2
30,M242Bg Southern Oregon Cascades Subsection,M242Bg,M242B,M242,5,2
31,M242C Eastern Cascades Section,M242C,M242C,M242,6,2
32,M242Ca Yakima Plateau and Slopes Subsection,M242Ca,M242C,M242,6,2
33,M242Cb Grand Fir Foothills Subsection,M242Cb,M242C,M242,6,2
34,M242Cc Pine-Oak Foothills Subsection,M242Cc,M242C,M242,6,2
35,M242Cd Ponderosa Pine-Bitterbrush Woodland Subsection,M242Cd,M242C,M242,6,2
36,M242Ce Pumice Plateau Forest Subsection,M242Ce,M242C,M242,6,2
37,M242Cf Cold Wet Pumice Plateau Basins Subsection,M242Cf,M242C,M242,6,2
38,M242D Northern Cascades Section,M242D,M242D,M242,7,2
39,M242Da North Cascades Lowland Forests Subsection,M242Da,M242D,M242,7,2
40,M242Db North Cascades Highland Forests Subsection,M242Db,M242D,M242,7,2
41,M242Dd Pasayten-Sawtooth Highlands Subsection,M242Dd,M242D,M242,7,2
42,M242De Okanogan Pine-Fir Hills Subsection,M242De,M242D,M242,7,2
43,M242Df Chelan Tephra Hills Subsection,M242Df,M242D,M242,7,2
44,M242Dg Wenatchee-Chelan Highlands Subsection,M242Dg,M242D,M242,7,2
45,M242Dh Chiwaukum Hills and Lowlands Subsection,M242Dh,M242D,M242,7,2
46,261 California Coastal Chaparral Forest and Shrub Province,261,261,261,8,3
47,261A Central California Coast Section,261A,261A,261,9,3
48,261Aa Suisun Hills and Valleys Subsection,261Aa,261A,261,9,3
49,261Ab East Bay Terraces and Alluvium Subsection,261Ab,261A,261,9,3
50,261Ac East Bay Hills-Mt. Diablo Subsection,261Ac,261A,261,9,3
51,261Ae Santa Clara Valley Subsection,261Ae,261A,261,9,3
52,261Af Santa Cruz Mountains Subsection,261Af,261A,261,9,3
53,261Ag Leeward Hills Subsection,261Ag,261A,261,9,3
54,261Ah Watsonville Plain-Salinas Valley Subsection,261Ah,261A,261,9,3
55,261Aj North Costal Santa Lucia Range Subsection,261Aj,261A,261,9,3
56,261Ak South Costal Santa Lucia Range Subsection,261Ak,261A,261,9,3
57,261Al Santa Maria Valley Subsection,261Al,261A,261,9,3
58,261B Southern California Coast Section,261B,261B,261,10,3
59,261Ba Santa Ynez Valleys and Hills Subsection,261Ba,261B,261,10,3
60,261Bb Santa Ynez-Sulphur Mountains Subsection,261Bb,261B,261,10,3
61,261Bc Northern Channel Islands Subsection,261Bc,261B,261,10,3
62,261Bd Oxnard Plain-Santa Paula Valley Subsection,261Bd,261B,261,10,3
63,261Be Simi Valley-Santa Susana Mountains Subsection,261Be,261B,261,10,3
64,261Bf Santa Monica Mountains Subsection,261Bf,261B,261,10,3
65,261Bg Los Angeles Plain Subsection,261Bg,261B,261,10,3
66,261Bh Southern Channel Islands Subsection,261Bh,261B,261,10,3
67,261Bi Coastal Hills Subsection,261Bi,261B,261,10,3
68,261Bj Coastal Terraces Subsection,261Bj,261B,261,10,3
69,262 California Dry Steppe Province,262,262,262,11,4
70,262A Great Valley Section,262A,262A,262,12,4
71,262Aa North Valley Alluvium Subsection,262Aa,262A,262,12,4
72,262Ac Butte Sink-Sutter Basin Subsection,262Ac,262A,262,12,4
73,262Ad Colusa Basin Subsection,262Ad,262A,262,12,4
74,262Af River Alluvium Subsection,262Af,262A,262,12,4
75,262Ag Hardpan Terraces Subsection,262Ag,262A,262,12,4
76,262Ah Yolo Alluvial Fans Subsection,262Ah,262A,262,12,4
77,262Ai Yolo-American Basins Subsection,262Ai,262A,262,12,4
78,262Aj Delta Basins Subsection,262Aj,262A,262,12,4
79,262Al Delta Subsection,262Al,262A,262,12,4
80,262Ao Camanche Terraces Subsection,262Ao,262A,262,12,4
81,262Aq Westside Alluvial Fans and Terraces Subsection,262Aq,262A,262,12,4
82,262As Manteca-Merced Alluvium Subsection,262As,262A,262,12,4
83,262At San Joaquin Basin Subsection,262At,262A,262,12,4
84,262Au Granitic Alluvial Fans and Terraces Subsection,262Au,262A,262,12,4
85,262Av Tulare Basin Subsection,262Av,262A,262,12,4
86,262Aw Panoche and Cantua Fans and Basins Subsection,262Aw,262A,262,12,4
87,262Ax Antelope Plain Subsection,262Ax,262A,262,12,4
88,262Ay South Valley Alluvium and Basins Subsection,262Ay,262A,262,12,4
89,262Az Elk Hills and South Valley Terraces Subsection,262Az,262A,262,12,4
90,"263 California Coastal Steppe - Mixed Forest, and Redwood Forest Province",263,263,263,13,5
91,263A Northern California Coast Section,263A,263A,263,14,5
92,263Ab Northern Franciscan Redwood Forest Subsection,263Ab,263A,263,14,5
93,263Ae Humboldt Bay Flats and Terraces Subsection,263Ae,263A,263,14,5
94,263Af Central Franciscan Subsection,263Af,263A,263,14,5
95,263Ag Coastal Franciscan Subsection,263Ag,263A,263,14,5
96,263Aj Coastal Hills-Santa Rosa Plain Subsection,263Aj,263A,263,14,5
97,263Al Marin Hills and Valleys Subsection,263Al,263A,263,14,5
98,263Am Mount St. Helena Flows and Valleys Subsection,263Am,263A,263,14,5
99,M261 Sierran Steppe - Mixed Forest - Coniferous Forest - Alpine Meadow Province,M261,M261,M261,15,6
100,M261A Klamath Mountains Section,M261A,M261A,M261,16,6
101,M261Aa Siskiyou Serpentine Subsection,M261Aa,M261A,M261,16,6
102,M261Ab Gasquet Mountain Ultramafics Subsection,M261Ab,M261A,M261,16,6
103,M261Ac Oregon Mountain Subsection,M261Ac,M261A,M261,16,6
104,M261Ad Siskiyou Mountains Subsection,M261Ad,M261A,M261,16,6
105,M261Ae Klamath River Ridges Subsection,M261Ae,M261A,M261,16,6
106,M261Af Lower Salmon Mountains Subsection,M261Af,M261A,M261,16,6
107,M261Ag Upper Salmon Mountains Subsection,M261Ag,M261A,M261,16,6
108,M261Ah Scott Valley Subsection,M261Ah,M261A,M261,16,6
109,M261Ai Eastern Klamath Mountains Subsection,M261Ai,M261A,M261,16,6
110,M261Aj Upper Scott Mountains Subsection,M261Aj,M261A,M261,16,6
111,M261Ao Inland Siskiyous Subsection,M261Ao,M261A,M261,16,6
112,M261Ap Forks of Salmon Subsection,M261Ap,M261A,M261,16,6
113,M261Aq North Trinity Mountain Subsection,M261Aq,M261A,M261,16,6
114,M261Ar Trinity Mountain-Hayfork Subsection,M261Ar,M261A,M261,16,6
115,M261Au Rattlesnake Creek Subsection,M261Au,M261A,M261,16,6
116,M261Av Rogue-Illinois Valleys and Foothills Subsection,M261Av,M261A,M261,16,6
117,M261Ax Umpqua Interior Foothills Subsection,M261Ax,M261A,M261,16,6
118,M261Ay Coastal Siskiyous Subsection,M261Ay,M261A,M261,16,6
119,M261B Northern California Coast Ranges Section,M261B,M261B,M261,17,6
120,M261Ba Eastern Franciscan Subsection,M261Ba,M261B,M261,17,6
121,M261Bb Central Franciscan Subsection,M261Bb,M261B,M261,17,6
122,M261Bd Clear Lake Hills and Valleys Subsection,M261Bd,M261B,M261,17,6
123,M261Bf Ultrabasic Complex Subsection,M261Bf,M261B,M261,17,6
124,M261C Northern California Interior Coast Ranges Section,M261C,M261C,M261,18,6
125,M261Ca Western Foothills Subsection,M261Ca,M261C,M261,18,6
126,M261Cb Tehama Terraces Subsection,M261Cb,M261C,M261,18,6
127,M261Cc Dunnigan Hills Subsection,M261Cc,M261C,M261,18,6
128,M261D Southern Cascades Section,M261D,M261D,M261,19,6
129,M261Da Old Cascades Subsection,M261Da,M261D,M261,19,6
130,M261Db Shasta Valley Subsection,M261Db,M261D,M261,19,6
131,M261Dd Blacks Mountain-Susanville Peak Subsection,M261Dd,M261D,M261,19,6
132,M261Df High Cascade Subsection,M261Df,M261D,M261,19,6
133,M261Dh Medicine Lake Lava Flows Subsection,M261Dh,M261D,M261,19,6
134,M261Di Medicine Lake Highlands Subsection,M261Di,M261D,M261,19,6
135,M261Dj Hat Creek Rim Subsection,M261Dj,M261D,M261,19,6
136,M261Dl Shingletown-Paradise Subsection,M261Dl,M261D,M261,19,6
137,M261Dm Lassen-Almanor Subsection,M261Dm,M261D,M261,19,6
138,M261E Sierra Nevada Section,M261E,M261E,M261,20,6
139,M261Ea Diamond Mountains-Crystal Peak Subsection,M261Ea,M261E,M261,20,6
140,M261Eb Fredonyer Butte-Grizzly Peak Subsection,M261Eb,M261E,M261,20,6
141,M261Ec Frenchman Subsection,M261Ec,M261E,M261,20,6
142,M261Ed Greenville-Graeagle Subsection,M261Ed,M261E,M261,20,6
143,M261Ee Bucks Lake Subsection,M261Ee,M261E,M261,20,6
144,M261Ef Granitic and Metamorphic Foothills Subsection,M261Ef,M261E,M261,20,6
145,M261Eg Upper Foothills Metamorphic Belt Subsection,M261Eg,M261E,M261,20,6
146,M261Eh Upper Batholith and Volcanic Flows Subsection,M261Eh,M261E,M261,20,6
147,M261Ei Sierra Valley Subsection,M261Ei,M261E,M261,20,6
148,M261Ej Tahoe-Truckee Subsection,M261Ej,M261E,M261,20,6
149,M261Ek Glaciated Batholith and Volcanic Flows Subsection,M261Ek,M261E,M261,20,6
150,M261El Tahoe Valley Subsection,M261El,M261E,M261,20,6
151,M261Em Batholith and Volcanic Flows Subsection,M261Em,M261E,M261,20,6
152,M261Eo Glaciated Batholith Subsection,M261Eo,M261E,M261,20,6
153,M261Ep Lower Batholith Subsection,M261Ep,M261E,M261,20,6
154,M261Eq Upper Batholith Subsection,M261Eq,M261E,M261,20,6
155,M261Er Eastern Slopes Subsection,M261Er,M261E,M261,20,6
156,M261Es Tehachapi-Piute Mountains Subsection,M261Es,M261E,M261,20,6
157,M261Et Carson Range Subsection,M261Et,M261E,M261,20,6
158,M261Eu Kern Plateau Subsection,M261Eu,M261E,M261,20,6
159,M261Ev Tahoe Valley Subsection,M261Ev,M261E,M261,20,6
160,M261F Sierra Nevada Foothills Section,M261F,M261F,M261,21,6
161,M261Fa Tuscan Flows Subsection,M261Fa,M261F,M261,21,6
162,M261Fb Lower Foothills Metamorphic Belt Subsection,M261Fb,M261F,M261,21,6
163,M261Fc Lower Granitic Foothills Subsection,M261Fc,M261F,M261,21,6
164,M261Fd Southern Granitic Foothills Subsection,M261Fd,M261F,M261,21,6
165,M261Fe San Emigdio Mountains Subsection,M261Fe,M261F,M261,21,6
166,M261G Modoc Plateau Section,M261G,M261G,M261,22,6
167,M261Ga Klamath Lake Basins and Juniper Foot Subsection,M261Ga,M261G,M261,22,6
168,M261Gb Devil’s Garden Subsection,M261Gb,M261G,M261,22,6
169,M261Gc Fremont Pine-Fir Forest Subsection,M261Gc,M261G,M261,22,6
170,M261Gd Big Valley Subsection,M261Gd,M261G,M261,22,6
171,M261Ge Goose Lake Basin Subsection,M261Ge,M261G,M261,22,6
172,M261Gf Warner Mountains Subsection,M261Gf,M261G,M261,22,6
173,M261Gg Pit River Valley Subsection,M261Gg,M261G,M261,22,6
174,M261Gi Likely Mountain Subsection,M261Gi,M261G,M261,22,6
175,M261Gj Big Valley Mountains Subsection,M261Gj,M261G,M261,22,6
176,M261Gl Adin Mountains and Valleys Subsection,M261Gl,M261G,M261,22,6
177,M261Gm Eagle Lake-Observation Peak Subsection,M261Gm,M261G,M261,22,6
178,M262 California Coastal Range Coniferous Forest - Open Woodland - Shrub - Meadow Province,M262,M262,M262,23,7
179,M262A Central California Coast Ranges Section,M262A,M262A,M262,24,7
180,M262Aa Fremont-Livermore Hills and Valleys Subsection,M262Aa,M262A,M262,24,7
181,M262Ab Western Diablo Range Subsection,M262Ab,M262A,M262,24,7
182,M262Ac Diablo Range Subsection,M262Ac,M262A,M262,24,7
183,M262Ad Eastern Hills Subsection,M262Ad,M262A,M262,24,7
184,M262Ae Interior Santa Lucia Range Subsection,M262Ae,M262A,M262,24,7
185,M262Af Gabilan Range Subsection,M262Af,M262A,M262,24,7
186,M262Ag Kettleman Hills and Valleys Subsection,M262Ag,M262A,M262,24,7
187,M262Ah Paso Robles Hills and Valleys Subsection,M262Ah,M262A,M262,24,7
188,M262Ai Carrizo Plain Subsection,M262Ai,M262A,M262,24,7
189,M262Aj Caliente Range-Cuyama Valley Subsection,M262Aj,M262A,M262,24,7
190,M262Ak Temblor Range Subsection,M262Ak,M262A,M262,24,7
191,M262B Southern California Mountain and Valley Section,M262B,M262B,M262,25,7
192,M262Ba San Rafael-Topatopa Mountains Subsection,M262Ba,M262B,M262,25,7
193,M262Bb Northern Transverse Ranges Subsection,M262Bb,M262B,M262,25,7
194,M262Bc Sierra Pelona-Mint Canyon Subsection,M262Bc,M262B,M262,25,7
195,M262Bd San Gabriel Mountains Subsection,M262Bd,M262B,M262,25,7
196,M262Be Upper San Gabriel Mountains Subsection,M262Be,M262B,M262,25,7
197,M262Bf Santa Ana Mountains Subsection,M262Bf,M262B,M262,25,7
198,M262Bg San Gorgonio Mountains Subsection,M262Bg,M262B,M262,25,7
199,M262Bh Upper San Gorgornio Mountains Subsection,M262Bh,M262B,M262,25,7
200,M262Bi Little San Bernardino-Bighorn Mountains Subsection,M262Bi,M262B,M262,25,7
201,M262Bj Fontana Plain-Calimesa Terraces Subsection,M262Bj,M262B,M262,25,7
202,M262Bk Perris Valley and Hills Subsection,M262Bk,M262B,M262,25,7
203,M262Bl San Jacinto Foothills-Cahuilla Mountains Subsection,M262Bl,M262B,M262,25,7
204,M262Bm San Jacinto Mountains Subsection,M262Bm,M262B,M262,25,7
205,M262Bn Western Granitic Foothills Subsection,M262Bn,M262B,M262,25,7
206,M262Bo Palomar-Cuyamaca Peak Subsection,M262Bo,M262B,M262,25,7
207,M262Bp Desert Slopes Subsection,M262Bp,M262B,M262,25,7
208,313 Colorado Plateau Semi-Desert Province,313,313,313,26,8
209,313A Grand Canyon Section,313A,313A,313,27,8
210,313Aa San Juan Basin-Mesa Verde Subsection,313Aa,313A,313,27,8
211,313Ab Canyon of Ancients-Blanding Basin Subsection,313Ab,313A,313,27,8
212,313Ac Monument Upwarp Subsection,313Ac,313A,313,27,8
213,313Ad Glen Canyon Subsection,313Ad,313A,313,27,8
214,313Ae Escalante Subsection,313Ae,313A,313,27,8
215,313Ag Kaibab Uplift Subsection,313Ag,313A,313,27,8
216,313Ah Shinarump Steppe Subsection,313Ah,313A,313,27,8
217,313Ai Vermilion Cliffs-Navajo Steppe Subsection,313Ai,313A,313,27,8
218,313Aj Kolob-Skutunpah Terraces and Cliffs Subsection,313Aj,313A,313,27,8
219,313Ak Cold Desert-Great Basin Sagebrush Subsection,313Ak,313A,313,27,8
220,313Al Grand Wash Plains Desert Grass-Shrubland Subsection,313Al,313A,313,27,8
221,313Am Kaibito Plateau High Desert Shrubland Subsection,313Am,313A,313,27,8
222,313An Kaibito Plateau High Plains Grassland Subsection,313An,313A,313,27,8
223,313Ao Grand Canyon Shrub-Woodland Subsection,313Ao,313A,313,27,8
224,313Ap Vermilion Cliffs Woodland Subsection,313Ap,313A,313,27,8
225,313Aq Grand Wash/Aubrey Cliffs Woodland Subsection,313Aq,313A,313,27,8
226,313Ar Kaibab Plateau Montane Conifer Forest Subsection,313Ar,313A,313,27,8
227,313As Kaibab Plateau Spruce-Fir Forest Subsection,313As,313A,313,27,8
228,313At Gothic Mesas Carrizo Mountains Subsection,313At,313A,313,27,8
229,313B Navaho Canyonlands Section,313B,313B,313,28,8
230,313Ba Chuska Mountains Woodland Subsection,313Ba,313B,313,28,8
231,313Bc Chuska Valley Cold Desert Shrubland Subsection,313Bc,313B,313,28,8
232,313Bd Chaco Basin High Desert Shrubland Subsection,313Bd,313B,313,28,8
233,313Be San Juan Basin North Subsection,313Be,313B,313,28,8
234,313Bo San Mateo Mountains Woodlands Subsection,313Bo,313B,313,28,8
235,313Bp San Mateo Mountains Coniferous Forest Subsection,313Bp,313B,313,28,8
236,313Bs San Agustin Plains Grassland Subsection,313Bs,313B,313,28,8
237,313C Tonto Transition Section,313C,313C,313,29,8
238,313Ca Verde Plains Desert Grass-Shrubland Subsection,313Ca,313C,313,29,8
239,313Cb Chino High Plains Grassland Subsection,313Cb,313C,313,29,8
240,313Cc Mazatzal Mountains Interior Chapparral Subsection,313Cc,313C,313,29,8
241,313Cd Mazatzal Mountains Woodland Subsection,313Cd,313C,313,29,8
242,313D Painted Desert Section,313D,313D,313,30,8
243,313Da Little Colorado River Valley Cold Desert Shrubland Subsection,313Da,313D,313,30,8
244,313Db Painted Desert Steppe Grassland Subsection,313Db,313D,313,30,8
245,313Dc Hopi Mesas Woodland Subsection,313Dc,313D,313,30,8
246,313De Kaibab Woodland Subsection,313De,313D,313,30,8
247,313Df Kaibab Coniferous Forest Subsection,313Df,313D,313,30,8
248,315 Southwest Plateau and Plains Dry Steppe and Shrub Province,315,315,315,31,9
249,315A Pecos Valley Section,315A,315A,315,32,9
250,315Aa Artesia Plains Desert Grass-Shrubland Subsection,315Aa,315A,315,32,9
251,315Ab Pecos Valley Desert Shrubland Subsection,315Ab,315A,315,32,9
252,315Ad Chupadera High Plains Grassland Subsection,315Ad,315A,315,32,9
253,315B Texas High Plains Section,315B,315B,315,33,9
254,315Ba Querecho Plains Grassland Subsection,315Ba,315B,315,33,9
255,315Bb Morrison High Plains Grassland Subsection,315Bb,315B,315,33,9
256,315Bc Canadian River Canyon and Hills Woodland Subsection,315Bc,315B,315,33,9
257,315Bd Caprock High Plains Grassland Subsection,315Bd,315B,315,33,9
258,315C Rolling Plains Section,315C,315C,315,34,9
259,315Cb Eastern Rolling Plains Subsection,315Cb,315C,315,34,9
260,315Cc Western Rolling Plains Subsection,315Cc,315C,315,34,9
261,315Cd Southwestern Rolling Plains Subsection,315Cd,315C,315,34,9
262,315Ce Central Rolling Plains Subsection,315Ce,315C,315,34,9
263,315Cf South Central Rolling Plains Subsection,315Cf,315C,315,34,9
264,315D Edwards Plateau Section,315D,315D,315,35,9
265,315Da Balcones Canyonlands Subsection,315Da,315D,315,35,9
266,315Db Western Edwards Plateau Subsection,315Db,315D,315,35,9
267,315Dc Llano Uplift Subsection,315Dc,315D,315,35,9
268,315E Rio Grande Plain Section,315E,315E,315,36,9
269,315Ea Coastal Sand Plains Subsection,315Ea,315E,315,36,9
270,315Eb Central Rio Grande Plain Subsection,315Eb,315E,315,36,9
271,315Ec Northwestern Rio Grande Plain Subsection,315Ec,315E,315,36,9
272,315Ed Northern Rio Grande Plain Subsection,315Ed,315E,315,36,9
273,315Ef South Central Rio Grande Plain Subsection,315Ef,315E,315,36,9
274,315Eg Southeastern Rio Grande Plain Subsection,315Eg,315E,315,36,9
275,315F Northern Texas High Plains Section,315F,315F,315,37,9
276,315Fb Canadian-Cimarron Breaks Subsection,315Fb,315F,315,37,9
277,315Fc Red Prairie Subsection,315Fc,315F,315,37,9
278,315G Eastern Rolling Plains Section,315G,315G,315,38,9
279,315Ga Eastern Rolling Plains Subsection,315Ga,315G,315,38,9
280,315H Central Rio Grande Intermontane Section,315H,315H,315,39,9
281,315Ha Central Rio Grande Intermontane Subsection,315Ha,315H,315,39,9
282,315Hb North Central Rio Grande Intermontane Subsection,315Hb,315H,315,39,9
283,M313 Arizona - New Mexico Mountains Semi-Desert - Open Woodland - Coniferous Forest - Alpine Meadow Province,M313,M313,M313,40,10
285,M313A White Mountains-San Francisco Peaks-Mongollon Rim Section,M313A,M313A,M313,41,10
286,M313Ab Mangas High Plains Grassland Subsection,M313Ab,M313A,M313,41,10
287,M313Ac Burro Mountains Oak-Juniper Woodland Subsection,M313Ac,M313A,M313,41,10
288,M313Ad Mogollon Mountains Woodland Subsection,M313Ad,M313A,M313,41,10
289,M313Ae Mogollon Mountains Coniferous Forest Subsection,M313Ae,M313A,M313,41,10
290,M313Af White Mountains Scarp Woodland-Coniferous Forest Subsection,M313Af,M313A,M313,41,10
291,M313Ag White Mountains Woodland Subsection,M313Ag,M313A,M313,41,10
292,M313Ah White Mountains Coniferous Forest Subsection,M313Ah,M313A,M313,41,10
293,M313Ak Coconino Plateau Woodland Subsection,M313Ak,M313A,M313,41,10
294,M313Al Coconino Plateau Coniferous Forest Subsection,M313Al,M313A,M313,41,10
295,M313Am San Francisco Peaks Coniferous Forest Subsection,M313Am,M313A,M313,41,10
296,M313B Sacramento-Monzano Mountains Section,M313B,M313B,M313,42,10
297,M313Ba Guadalupe Mountains Woodland Subsection,M313Ba,M313B,M313,42,10
298,M313Bb San Andres Mountains Woodland Subsection,M313Bb,M313B,M313,42,10
299,M313Bd Manzano Mountains Woodland Subsection,M313Bd,M313B,M313,42,10
300,M313Bf Sacramento Mountains Woodland Subsection,M313Bf,M313B,M313,42,10
301,M313Bg Sacramento Mountains Coniferous Forest Subsection,M313Bg,M313B,M313,42,10
302,321 Chihuahuan Semi-Desert Province,321,321,321,43,11
303,321A Basin and Range Section,321A,321A,321,44,11
304,321Aa Big Bend Highlands Subsection,321Aa,321A,321,44,11
305,321Ab Trans-Pecos Isolated Mountain Ranges Subsection,321Ab,321A,321,44,11
306,321Ac Trans-Pecos Desert Shrubland Subsection,321Ac,321A,321,44,11
307,321Ad Jornada Plains Desert Grass-Shrubland Subsection,321Ad,321A,321,44,11
308,321Ae Sand Hills Subsection,321Ae,321A,321,44,11
309,321Af San Simon Valley Desert Shrubland Subsection,321Af,321A,321,44,11
310,321Ag Animas Valley Plains Desert Grass-Shrubland Subsection,321Ag,321A,321,44,11
311,321Ah Animas Mountains Oak-Juniper Woodland Subsection,321Ah,321A,321,44,11
312,321Ai Sulphur Springs Desert Shrubland Subsection,321Ai,321A,321,44,11
313,321Aj Sulphur Springs Plains Desert Grass-Shrubland Subsection,321Aj,321A,321,44,11
314,321Ak Santa Catalina Mountains Sierra Madre Interior Chaparral Subsection,321Ak,321A,321,44,11
315,321Al San Rafael Sierra Madre High Plains Grassland Subsection,321Al,321A,321,44,11
316,321Am Santa Catalina Mountains Encinal Woodland Subsection,321Am,321A,321,44,11
317,321B Stockton Plateau Section,321B,321B,321,45,11
318,321Ba Stockton Plateau Subsection,321Ba,321B,321,45,11
319,322 American Semi-Desert and Desert Province,322,322,322,46,12
320,322A Mojave Desert Section,322A,322A,322,47,12
321,322Aa Owens Valley Subsection,322Aa,322A,322,47,12
322,322Ab Death Valley Subsection,322Ab,322A,322,47,12
323,322Ac Amargosa Desert-Pahrump Valley Subsection,322Ac,322A,322,47,12
324,322Ad Funeral Mountains-Greenwater Valley Subsection,322Ad,322A,322,47,12
325,322Ae Panamint Valley Subsection,322Ae,322A,322,47,12
326,322Af Searles Valley-Owlshead Mountains Subsection,322Af,322A,322,47,12
327,322Ag High Desert Plains and Hills Subsection,322Ag,322A,322,47,12
328,322Ah Mojave Valley-Granite Mountains Subsection,322Ah,322A,322,47,12
329,322Ai Silurian Valley-Devil’s Playground Subsection,322Ai,322A,322,47,12
330,322Aj Kingston Range-Valley Wells Subsection,322Aj,322A,322,47,12
331,322Ak Ivanpah Valley Subsection,322Ak,322A,322,47,12
332,322Al Providence Mountains-Lanfair Valley Subsection,322Al,322A,322,47,12
333,322Am Piute Valley-Sacramento Mountains Subsection,322Am,322A,322,47,12
334,322An Lucerne-Johnson Valleys and Hills Subsection,322An,322A,322,47,12
335,322Ao Bullion Mountains-Bristol Lake Subsection,322Ao,322A,322,47,12
336,322Ap Pinto Basin and Mountains Subsection,322Ap,322A,322,47,12
337,322Aq Saint George Basin Subsection,322Aq,322A,322,47,12
338,322Ar Spring Mountains Subsection,322Ar,322A,322,47,12
339,322As Beaver Dam Wash Subsection,322As,322A,322,47,12
340,322At South Virgin River Peak Ridges and Fans Subsection,322At,322A,322,47,12
341,322Au Hualapai Valley Desert Shrubland Subsection,322Au,322A,322,47,12
342,322Av Hualpai Mountains Desert Grass-Shrubland Subsection,322Av,322A,322,47,12
343,322Aw Aubrey High Plains Grassland Subsection,322Aw,322A,322,47,12
344,322Ax Aquarius Mountains Woodland Subsection,322Ax,322A,322,47,12
345,322Ay Black Mountains Woodland Subsection,322Ay,322A,322,47,12
346,322Az Hualapai Mountains Coniferous Forest Subsection,322Az,322A,322,47,12
347,322B Sonoran Desert Section,322B,322B,322,48,12
348,322Ba Cadiz-Vidal Valleys Subsection,322Ba,322B,322,48,12
349,322Bb Palen-Riverside Mountains Subsection,322Bb,322B,322,48,12
350,322Bc Chuckwalla Valley Subsection,322Bc,322B,322,48,12
351,322Bd Palo Verde Valley and Mesa Subsection,322Bd,322B,322,48,12
352,322Be Chocolate Mountains and Valleys Subsection,322Be,322B,322,48,12
353,322Bf Gila Bend Plain Desert Shrubland Subsection,322Bf,322B,322,48,12
354,322Bh Gila Bend Low Mountains Desert Cactus-Shrubland Subsection,322Bh,322B,322,48,12
355,322C Colorado Desert Section,322C,322C,322,49,12
356,322Ca Coachella Valley Subsection,322Ca,322C,322,49,12
357,322Cb Borrego Valley-West Mesa Subsection,322Cb,322C,322,49,12
358,322Cc Imperial Valley Subsection,322Cc,322C,322,49,12
359,322Cd East Mesa-Sand Hills Subsection,322Cd,322C,322,49,12
360,322Ce Yuma Desert Cactus-Shrubland Subsection,322Ce,322C,322,49,12
361,331 Great Plains - Palouse Dry Steppe Province,331,331,331,50,13
362,331A Palouse Prairie Section,331A,331A,331,51,13
363,331Aa Camas-Weippe Basalt Plateaus Subsection,331Aa,331A,331,51,13
364,331Ac Lower Snake and Clearwater Canyons Subsection,331Ac,331A,331,51,13
365,331Af Palouse Hills Subsection,331Af,331A,331,51,13
366,331Ai Deep Loess Foothills Subsection,331Ai,331A,331,51,13
367,331B Southern High Plains Section,331B,331B,331,52,13
368,331Ba Sand Hill-Ogolla Plateau Subsection,331Ba,331B,331,52,13
369,331Bc Tablelands-Red Hills Subsection,331Bc,331B,331,52,13
370,331Bd Sandy-Smooth High Plains Subsection,331Bd,331B,331,52,13
371,331Be Western Arkansas River Lowlands Subsection,331Be,331B,331,52,13
